sep=|
DIPUTACIONES
06/09/2022 22:30 (UTC-5)
CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL|LISTA_NOMINAL|OBSERVACIONES
="230175E0101"|230175E010102|23|QUINTANA ROO|="08"|DISTRITO 8|="0175"|1|E|1|2|2|141|22|2|7|4|32|44|1|0|3|-|1|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|6|265|697|COTEJADO EN PLENO
="230175E0102"|230175E010202|23|QUINTANA ROO|="08"|DISTRITO 8|="0175"|1|E|2|2|2|132|21|4|12|4|14|42|5|2|4|-|2|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|7|251|697|COTEJADO EN PLENO
="230175E0103"|230175E010302|23|QUINTANA ROO|="08"|DISTRITO 8|="0175"|1|E|3|2|2|134|11|5|8|3|13|39|7|2|0|-|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|7|232|696|COTEJADO EN PLENO
="230175E0104"|230175E010402|23|QUINTANA ROO|="08"|DISTRITO 8|="0175"|1|E|4|2|2|124|14|2|7|8|19|39|3|1|1|-|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|4|225|696|COTEJADO EN PLENO
="230175E0105"|230175E010502|23|QUINTANA ROO|="08"|DISTRITO 8|="0175"|1|E|5|2|2|142|11|3|9|5|22|38|6|1|3|-|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|248|696|COTEJADO EN PLENO
="230175E0106"|230175E010602|23|QUINTANA ROO|="08"|DISTRITO 8|="0175"|1|E|6|2|2|118|21|2|11|2|12|37|6|2|8|-|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|228|696|COTEJADO EN PLENO
="230175E0107"|230175E010702|23|QUINTANA ROO|="08"|DISTRITO 8|="0175"|1|E|7|2|2|131|15|0|8|6|35|41|3|1|5|-|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|5|254|696|COTEJADO EN PLENO
="230175E0108"|230175E010802|23|QUINTANA ROO|="08"|DISTRITO 8|="0175"|1|E|8|2|2|121|19|6|9|4|15|30|4|1|7|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|6|225|696|COTEJADO EN PLENO
="230175E0109"|230175E010902|23|QUINTANA ROO|="08"|DISTRITO 8|="0175"|1|E|9|2|2|121|11|5|15|6|28|44|5|3|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|247|696|COTEJADO EN PLENO
="230175E0110"|230175E011002|23|QUINTANA ROO|="08"|DISTRITO 8|="0175"|1|E|10|2|2|113|20|6|6|5|14|44|4|1|4|-|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|9|228|696|COTEJADO EN PLENO
="230638B0100"|230638B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0638"|1|B|0|1|2|14|4|4|159|7|8|56|3|0|4|-|1|0|1|0|0|1|0|0|0|1|2|0|1|1|0|0|20|287|616|COTEJADO EN PLENO
="230638C0100"|230638C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0638"|1|C|0|1|2|11|3|0|151|4|10|48|5|0|2|-|1|0|0|0|1|1|0|1|0|0|4|1|2|0|0|0|16|261|615|COTEJADO EN PLENO
="230639B0100"|230639B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0639"|1|B|0|2|2|11|1|2|97|3|12|21|6|0|0|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|154|398|COTEJADO EN PLENO
="230639C0100"|230639C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0639"|1|C|0|2|2|11|2|1|96|5|7|27|5|0|0|-|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17|174|398|COTEJADO EN PLENO
="230640B0100"|230640B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0640"|1|B|0|1|2|16|3|2|135|6|10|51|3|3|4|-|0|0|0|0|0|0|0|0|0|0|3|0|0|0|1|0|22|259|537|COTEJADO EN PLENO
="230640C0100"|230640C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0640"|1|C|0|1|2|8|3|4|120|1|14|45|4|3|1|-|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|23|230|537|COTEJADO EN PLENO
="230640C0200"|230640C020002|23|QUINTANA ROO|="08"|DISTRITO 8|="0640"|2|C|0|1|2|12|3|1|129|3|13|69|1|4|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|20|261|536|COTEJADO EN PLENO
="230642B0100"|230642B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0642"|1|B|0|1|2|103|41|0|28|5|28|45|6|5|10|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|281|749|COTEJADO EN PLENO
="230643B0100"|230643B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0643"|1|B|0|1|2|36|12|7|88|8|17|72|5|4|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|261|639|COTEJADO EN PLENO
="230644B0100"|230644B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0644"|1|B|0|1|2|42|12|5|113|4|20|70|3|4|6|-|2|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0|15|299|701|COTEJADO EN PLENO
="230645B0100"|230645B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0645"|1|B|0|1|2|49|14|2|90|5|24|71|5|4|5|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|21|290|739|COTEJADO EN PLENO
="230646B0100"|230646B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0646"|1|B|0|1|2|37|7|3|67|3|17|52|6|1|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|202|537|COTEJADO EN PLENO
="230647B0100"|230647B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0647"|1|B|0|1|2|62|9|3|12|3|18|35|0|3|4|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|157|426|COTEJADO EN PLENO
="230647C0100"|230647C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0647"|1|C|0|1|2|70|17|3|8|5|15|41|6|4|1|-|0|0|0|0|1|0|0|1|0|0|2|0|0|0|0|2|7|183|425|COTEJADO EN PLENO
="230648B0100"|230648B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0648"|1|B|0|1|2|82|20|3|16|4|18|64|6|5|3|-|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|3|18|245|688|RECONTADO EN PLENO
="230649B0100"|230649B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0649"|1|B|0|1|2|70|14|5|33|7|14|41|6|2|1|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|4|199|514|COTEJADO EN PLENO
="230649C0100"|230649C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0649"|1|C|0|1|2|64|11|2|23|4|20|35|6|0|2|-|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|4|175|513|COTEJADO EN PLENO
="230650B0100"|230650B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0650"|1|B|0|1|2|75|11|5|13|3|14|47|13|1|4|-|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|3|5|195|412|COTEJADO EN PLENO
="230650C0100"|230650C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0650"|1|C|0|1|2|61|15|2|23|3|24|30|8|3|1|-|2|2|0|0|0|1|0|0|0|0|1|0|1|0|0|0|10|187|411|COTEJADO EN PLENO
="230651B0100"|230651B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0651"|1|B|0|1|2|83|13|7|9|3|31|52|8|1|4|-|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|6|219|538|RECONTADO EN PLENO
="230652B0100"|230652B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0652"|1|B|0|1|2|71|16|13|17|5|23|67|4|3|3|-|0|0|0|0|1|3|0|0|0|0|0|0|0|0|0|0|8|234|486|COTEJADO EN PLENO
="230652C0100"|230652C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0652"|1|C|0|1|2|68|6|2|21|2|29|55|6|1|0|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|8|200|485|RECONTADO EN PLENO
="230653B0100"|230653B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0653"|1|B|0|1|2|89|13|2|19|4|31|82|3|3|5|-|1|0|0|0|1|0|0|0|0|0|0|0|1|0|0|1|12|267|736|COTEJADO EN PLENO
="230653C0100"|230653C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0653"|1|C|0|1|2|83|18|3|16|6|38|77|10|5|2|-|0|1|0|0|1|0|0|0|0|0|1|0|3|0|0|0|15|279|735|COTEJADO EN PLENO
="230654B0100"|230654B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0654"|1|B|0|1|2|42|7|4|19|7|14|65|7|1|1|-|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|174|381|COTEJADO EN PLENO
="230654C0100"|230654C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0654"|1|C|0|1|2|37|17|1|26|7|22|52|7|3|2|-|1|0|0|0|0|0|0|0|0|0|2|0|0|0|0|1|10|188|380|COTEJADO EN PLENO
="230655B0100"|230655B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0655"|1|B|0|1|2|36|10|4|32|4|24|57|9|2|4|-|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|7|191|431|COTEJADO EN PLENO
="230655C0100"|230655C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0655"|1|C|0|1|2|33|7|2|31|5|16|81|5|3|8|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|13|205|431|COTEJADO EN PLENO
="230656B0100"|230656B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0656"|1|B|0|1|2|53|11|4|47|6|30|88|6|4|8|-|0|0|0|0|2|0|0|1|1|0|0|0|0|0|1|2|8|272|531|COTEJADO EN PLENO
="230657B0100"|230657B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0657"|1|B|0|1|2|64|16|3|41|0|34|53|9|4|1|-|1|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|10|239|612|COTEJADO EN PLENO
="230658B0100"|230658B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0658"|1|B|0|1|2|100|27|7|8|7|27|57|5|3|5|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|13|261|632|COTEJADO EN PLENO
="230658C0100"|230658C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0658"|1|C|0|1|2|96|17|6|12|7|27|61|7|3|8|-|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|13|258|631|COTEJADO EN PLENO
="230659B0100"|230659B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0659"|1|B|0|1|2|115|21|3|26|5|33|55|6|2|3|-|1|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|12|284|667|COTEJADO EN PLENO
="230660B0100"|230660B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0660"|1|B|0|1|2|77|15|4|11|6|26|46|2|2|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|196|537|COTEJADO EN PLENO
="230660C0100"|230660C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0660"|1|C|0|1|2|54|21|2|18|1|15|53|3|1|1|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|7|178|536|COTEJADO EN PLENO
="230661B0100"|230661B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0661"|1|B|0|1|2|124|18|4|8|6|18|49|10|1|2|-|2|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|8|253|562|RECONTADO EN PLENO
="230661C0100"|230661C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0661"|1|C|0|1|2|100|20|3|14|5|18|56|5|2|3|-|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|6|234|561|COTEJADO EN PLENO
="230662B0100"|230662B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0662"|1|B|0|1|2|125|18|2|10|4|30|45|3|3|5|-|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|7|255|629|COTEJADO EN PLENO
="230662C0100"|230662C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0662"|1|C|0|1|2|108|13|3|6|8|28|58|6|3|9|-|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|11|255|629|COTEJADO EN PLENO
="230663B0100"|230663B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0663"|1|B|0|1|2|93|15|3|20|3|23|61|8|2|4|-|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|13|248|617|COTEJADO EN PLENO
="230663C0100"|230663C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0663"|1|C|0|1|2|92|12|0|19|6|36|64|5|6|2|-|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|13|258|617|COTEJADO EN PLENO
="230664B0100"|230664B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0664"|1|B|0|1|2|127|15|3|7|3|23|36|9|1|0|-|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|5|232|588|COTEJADO EN PLENO
="230664C0100"|230664C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0664"|1|C|0|1|2|102|18|4|11|4|19|46|5|0|5|-|0|2|0|0|0|0|1|0|0|0|0|0|0|0|0|1|10|228|588|COTEJADO EN PLENO
="230664C0200"|230664C020002|23|QUINTANA ROO|="08"|DISTRITO 8|="0664"|2|C|0|1|2|129|14|4|3|5|14|41|5|0|2|-|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|227|588|COTEJADO EN PLENO
="230665B0100"|230665B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0665"|1|B|0|1|2|88|8|1|6|2|17|39|4|0|6|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|176|437|COTEJADO EN PLENO
="230665C0100"|230665C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0665"|1|C|0|1|2|87|6|4|7|4|24|52|3|1|2|-|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|1|193|436|COTEJADO EN PLENO
="230666B0100"|230666B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0666"|1|B|0|1|2|96|11|3|5|4|14|36|6|3|2|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|186|461|COTEJADO EN PLENO
="230667B0100"|230667B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0667"|1|B|0|1|2|106|13|3|6|3|19|42|5|4|6|-|2|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|4|216|573|COTEJADO EN PLENO
="230667C0100"|230667C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0667"|1|C|0|1|2|118|20|4|8|6|25|46|2|1|5|-|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|8|244|572|COTEJADO EN PLENO
="230667C0200"|230667C020002|23|QUINTANA ROO|="08"|DISTRITO 8|="0667"|2|C|0|1|2|105|28|7|8|4|22|27|5|2|9|-|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|8|229|572|RECONTADO EN PLENO
="230964B0100"|230964B010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0964"|1|B|0|2|2|24|12|3|63|4|15|82|4|2|6|-|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|15|232|561|COTEJADO EN PLENO
="230964C0100"|230964C010002|23|QUINTANA ROO|="08"|DISTRITO 8|="0964"|1|C|0|2|2|38|15|2|92|7|14|75|4|1|4|-|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|1|12|267|561|COTEJADO EN PLENO
="230964S0100"|230964S010003|23|QUINTANA ROO|="08"|DISTRITO 8|="964"|1|S|0|2|3 ERP|25|5|4|112|12|22|82|19|2|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|10|297|0|RECONTADO EN PLENO
="230964S0100"|230964S010003|23|QUINTANA ROO|="08"|DISTRITO 8|="0964"|1|S|0|2|3 EMR|25|5|4|112|12|22|82|19|2|3|-|1|0|0|0|0|0|0|0|0|1|4|0|0|0|0|1|10|303|0|RECONTADO EN PLENO
="230206B0100"|230206B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|1|B|0|1|2|32|0|0|49|2|13|53|10|5|0|-|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|4|170|726|COTEJADO EN PLENO
="230206C0100"|230206C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|1|C|0|1|2|26|19|1|56|7|7|53|11|2|1|-|0|2|0|0|0|0|0|0|0|0|2|0|0|0|1|0|0|188|726|COTEJADO EN PLENO
="230206C0200"|230206C020002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|2|C|0|1|2|29|13|2|50|3|11|69|11|3|1|-|0|0|0|0|1|1|0|1|0|1|0|0|0|0|0|0|7|203|726|COTEJADO EN PLENO
="230206C0300"|230206C030002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|3|C|0|1|2|22|18|2|42|7|11|48|8|7|1|-|0|0|0|0|0|0|0|0|0|0|3|0|1|0|0|0|9|179|726|COTEJADO EN PLENO
="230206C0400"|230206C040002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|4|C|0|1|2|25|4|1|44|5|11|40|3|2|3|-|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|5|146|726|COTEJADO EN PLENO
="230206C0500"|230206C050002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|5|C|0|1|2|19|5|2|35|6|6|42|11|5|1|-|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|7|141|726|COTEJADO EN PLENO
="230206C0600"|230206C060002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|6|C|0|1|2|14|6|0|52|1|7|34|4|6|2|-|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|9|137|725|COTEJADO EN PLENO
="230206C0700"|230206C070002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|7|C|0|1|2|19|10|2|43|5|9|40|4|2|1|-|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|138|725|COTEJADO EN PLENO
="230206C0800"|230206C080002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|8|C|0|1|2|18|17|0|45|1|6|47|6|1|5|-|1|0|1|0|0|2|0|0|0|0|1|0|0|0|0|0|8|159|725|COTEJADO EN PLENO
="230206C0900"|230206C090002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|9|C|0|1|2|13|10|1|50|3|6|57|8|2|2|-|0|1|0|0|1|0|0|0|0|0|3|0|0|0|0|0|3|160|725|COTEJADO EN PLENO
="230206C1000"|230206C100002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|10|C|0|1|2|23|25|3|48|6|5|49|8|6|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|181|725|COTEJADO EN PLENO
="230206C1100"|230206C110002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|11|C|0|1|2|23|14|0|26|5|8|35|2|6|0|-|0|0|0|0|0|0|1|0|0|0|3|1|0|0|0|0|7|131|725|COTEJADO EN PLENO
="230206C1200"|230206C120002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|12|C|0|1|2|16|14|2|50|10|13|47|9|3|2|-|0|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|7|177|725|COTEJADO EN PLENO
="230206C1300"|230206C130002|23|QUINTANA ROO|="09"|DISTRITO 9|="0206"|13|C|0|1|2|19|11|0|68|3|8|35|6|4|1|-|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|11|167|725|COTEJADO EN PLENO
="230210B0100"|230210B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0210"|1|B|0|2|2|26|16|7|51|21|12|197|40|2|5|-|0|0|0|0|2|1|1|1|0|0|1|0|0|0|0|0|14|397|615|COTEJADO EN PLENO
="230210C0100"|230210C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0210"|1|C|0|2|2|10|26|3|59|20|7|182|42|5|5|-|0|0|1|0|0|1|0|0|0|0|1|0|0|0|1|0|13|376|614|COTEJADO EN PLENO
="230210E0100"|230210E010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0210"|1|E|0|2|2|21|20|7|74|18|9|155|17|3|5|-|0|0|0|0|1|0|0|0|0|0|3|1|2|0|0|0|15|351|748|COTEJADO EN PLENO
="230210E0101"|230210E010102|23|QUINTANA ROO|="09"|DISTRITO 9|="0210"|1|E|1|2|2|14|20|1|58|19|9|140|10|1|1|-|0|1|0|0|0|1|0|0|0|1|3|0|2|0|0|0|18|299|748|COTEJADO EN PLENO
="230210E0102"|230210E010202|23|QUINTANA ROO|="09"|DISTRITO 9|="0210"|1|E|2|2|2|11|32|6|60|20|9|157|11|1|3|-|0|0|0|0|0|1|0|0|0|0|2|0|1|0|0|0|15|329|747|COTEJADO EN PLENO
="230210E0200"|230210E020002|23|QUINTANA ROO|="09"|DISTRITO 9|="0210"|2|E|0|2|2|10|14|2|54|20|7|277|36|2|9|-|0|0|1|0|1|0|0|0|0|1|1|0|0|0|2|0|11|448|538|COTEJADO EN PLENO
="230211B0100"|230211B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0211"|1|B|0|2|2|20|46|5|55|16|2|137|18|2|6|-|0|1|0|0|0|0|0|0|0|0|3|0|1|0|0|0|31|343|444|COTEJADO EN PLENO
="230211C0100"|230211C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0211"|1|C|0|2|2|3|8|14|61|35|5|180|20|1|6|-|0|0|1|0|1|0|0|0|0|0|1|0|2|1|0|0|14|353|443|COTEJADO EN PLENO
="230211E0100"|230211E010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0211"|1|E|0|2|2|6|87|8|42|9|5|118|17|2|2|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|311|373|COTEJADO EN PLENO
="230211E0200"|230211E020002|23|QUINTANA ROO|="09"|DISTRITO 9|="0211"|2|E|0|2|2|0|40|2|4|5|0|187|0|1|3|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|12|255|299|COTEJADO EN PLENO
="230211E0300"|230211E030002|23|QUINTANA ROO|="09"|DISTRITO 9|="0211"|3|E|0|2|2|5|97|5|8|7|3|101|3|0|3|-|0|1|0|0|0|0|0|0|0|1|0|0|1|0|0|0|14|249|302|COTEJADO EN PLENO
="230211E0400"|230211E040002|23|QUINTANA ROO|="09"|DISTRITO 9|="0211"|4|E|0|2|2|4|38|11|43|22|2|151|23|1|11|-|1|1|0|0|0|1|0|0|0|0|0|1|0|1|1|1|12|325|359|COTEJADO EN PLENO
="230214B0100"|230214B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0214"|1|B|0|2|2|2|1|0|5|2|7|67|1|1|5|-|1|0|0|0|1|0|0|0|0|0|1|1|2|0|1|0|9|107|328|COTEJADO EN PLENO
="230733B0100"|230733B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0733"|1|B|0|1|2|30|5|0|65|4|12|53|13|18|0|-|1|0|0|0|1|0|0|0|0|0|4|2|2|0|0|1|9|220|570|COTEJADO EN PLENO
="230733C0100"|230733C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0733"|1|C|0|1|2|29|1|1|48|5|14|59|17|10|3|-|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|5|0|194|570|COTEJADO EN PLENO
="230734B0100"|230734B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0734"|1|B|0|1|2|31|5|0|32|3|8|28|6|0|4|-|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|1|6|128|517|COTEJADO EN PLENO
="230734C0100"|230734C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0734"|1|C|0|1|2|48|4|0|29|2|10|26|0|0|1|-|0|0|0|0|0|1|0|0|0|0|1|0|0|0|1|0|6|129|517|COTEJADO EN PLENO
="230735B0100"|230735B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0735"|1|B|0|1|2|8|9|2|67|2|9|48|13|2|1|-|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|12|176|557|COTEJADO EN PLENO
="230736B0100"|230736B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0736"|1|B|0|1|2|22|17|0|40|7|6|38|12|4|2|-|0|1|0|0|0|0|0|0|0|1|1|0|0|0|0|0|9|160|566|COTEJADO EN PLENO
="230736C0100"|230736C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0736"|1|C|0|1|2|28|9|3|36|6|12|25|12|1|2|-|1|1|2|0|0|0|0|0|0|0|0|1|1|0|0|0|8|148|565|COTEJADO EN PLENO
="230738B0100"|230738B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0738"|1|B|0|1|2|21|5|1|25|3|4|26|6|6|3|-|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|102|434|COTEJADO EN PLENO
="230738C0100"|230738C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0738"|1|C|0|1|2|22|10|2|16|0|1|21|4|8|0|-|1|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|2|90|434|COTEJADO EN PLENO
="230739B0100"|230739B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0739"|1|B|0|1|2|37|12|0|45|6|6|37|6|3|3|-|1|1|0|0|1|1|0|0|0|0|2|1|1|0|0|0|6|169|661|COTEJADO EN PLENO
="230740B0100"|230740B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0740"|1|B|0|1|2|13|12|2|43|4|12|32|8|2|4|-|0|0|0|0|0|2|1|0|0|0|0|0|1|0|0|0|13|149|581|COTEJADO EN PLENO
="230740C0100"|230740C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0740"|1|C|0|1|2|17|19|0|25|3|18|35|8|2|3|-|1|0|0|0|3|0|0|0|0|0|1|1|2|0|0|0|4|142|580|RECONTADO EN PLENO
="230741B0100"|230741B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0741"|1|B|0|1|2|15|4|1|14|2|6|24|1|1|0|-|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|4|74|403|COTEJADO EN PLENO
="230741C0100"|230741C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0741"|1|C|0|1|2|14|8|2|25|1|5|18|9|2|2|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|92|402|COTEJADO EN PLENO
="230742B0100"|230742B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0742"|1|B|0|2|2|17|18|1|57|7|11|61|18|7|2|-|0|0|0|0|0|2|0|0|0|0|2|0|0|0|0|1|13|217|672|COTEJADO EN PLENO
