sep=|
DIPUTACIONES
06/09/2022 22:30 (UTC-5)
CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL|LISTA_NOMINAL|OBSERVACIONES
="230402B0100"|230402B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0402"|1|B|0|2|2|6|14|7|126|28|5|46|34|9|32|-|0|0|0|0|0|0|0|0|0|0|6|2|1|0|0|0|4|320|474|COTEJADO EN PLENO
="230402C0100"|230402C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0402"|1|C|0|2|2|27|20|11|122|19|5|76|25|7|18|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|338|473|COTEJADO EN PLENO
="230403B0100"|230403B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0403"|1|B|0|2|2|7|13|27|325|10|4|34|5|14|1|-|0|1|0|0|0|0|0|0|0|0|21|3|0|0|0|0|8|473|641|RECONTADO EN PLENO
="230403E0100"|230403E010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0403"|1|E|0|2|2|3|11|3|18|7|10|50|2|1|3|-|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|110|226|COTEJADO EN PLENO
="230403E0200"|230403E020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0403"|2|E|0|2|2|14|7|26|124|61|8|59|6|3|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|310|458|COTEJADO EN PLENO
="230403E0300"|230403E030002|23|QUINTANA ROO|="13"|DISTRITO 13|="0403"|3|E|0|2|2|4|13|6|48|18|28|70|10|4|22|-|0|0|1|0|0|1|0|0|1|2|0|0|0|0|0|0|6|234|344|COTEJADO EN PLENO
="230404B0100"|230404B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0404"|1|B|0|2|2|6|28|29|54|26|12|96|10|1|3|-|0|0|0|0|2|1|0|0|0|0|5|0|1|0|0|0|5|279|580|RECONTADO EN PLENO
="230404C0100"|230404C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0404"|1|C|0|2|2|7|29|14|74|46|12|87|13|0|2|-|0|0|0|0|1|0|0|1|1|2|2|0|1|0|0|1|7|300|579|COTEJADO EN PLENO
="230405B0100"|230405B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0405"|1|B|0|1|2|18|5|20|59|14|36|94|28|3|4|-|2|0|0|0|0|0|0|0|0|1|1|6|3|2|1|2|7|306|631|COTEJADO EN PLENO
="230405C0100"|230405C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0405"|1|C|0|1|2|9|22|15|69|13|20|76|14|1|5|-|2|0|0|0|0|0|0|0|0|0|13|0|1|0|2|0|11|273|630|COTEJADO EN PLENO
="230405C0200"|230405C020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0405"|2|C|0|1|2|10|24|17|71|13|20|76|15|2|5|-|1|3|0|0|0|0|0|0|0|0|14|2|1|0|2|0|11|287|630|COTEJADO EN PLENO
="230405C0300"|230405C030002|23|QUINTANA ROO|="13"|DISTRITO 13|="0405"|3|C|0|1|2|11|12|19|70|23|12|72|11|5|3|-|2|2|0|0|0|1|0|0|0|0|6|0|2|0|0|0|16|267|630|COTEJADO EN PLENO
="230405C0400"|230405C040002|23|QUINTANA ROO|="13"|DISTRITO 13|="0405"|4|C|0|1|2|5|11|14|88|10|25|75|9|6|8|-|0|0|0|0|2|0|0|0|0|1|2|5|0|0|0|0|9|270|630|COTEJADO EN PLENO
="230405C0500"|230405C050002|23|QUINTANA ROO|="13"|DISTRITO 13|="0405"|5|C|0|1|2|14|18|10|70|20|25|72|10|11|3|-|0|1|0|0|0|0|1|0|0|0|0|3|0|0|0|0|0|258|630|COTEJADO EN PLENO
="230406B0100"|230406B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0406"|1|B|0|2|2|10|28|12|54|36|22|99|13|5|6|-|2|0|0|0|0|0|0|0|1|1|5|0|1|0|0|0|10|305|647|COTEJADO EN PLENO
="230406C0100"|230406C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0406"|1|C|0|2|2|11|27|20|65|23|25|73|18|4|9|-|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|13|294|646|COTEJADO EN PLENO
="230407B0100"|230407B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0407"|1|B|0|2|2|14|18|14|121|33|18|84|10|5|6|-|0|1|0|0|0|0|0|0|0|0|2|1|0|0|0|0|9|336|597|COTEJADO EN PLENO
="230407C0100"|230407C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0407"|1|C|0|2|2|15|14|12|66|32|19|64|15|5|7|-|0|2|0|0|0|1|0|0|0|2|2|1|3|0|1|0|15|276|597|COTEJADO EN PLENO
="230407C0200"|230407C020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0407"|2|C|0|2|2|11|19|17|80|31|22|80|13|4|8|-|2|1|0|0|0|3|0|0|0|2|5|1|1|0|1|0|7|308|596|COTEJADO EN PLENO
="230408B0100"|230408B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0408"|1|B|0|2|2|16|12|14|92|37|27|87|14|7|3|-|0|1|0|0|1|1|0|0|0|4|0|3|3|1|0|0|20|343|731|COTEJADO EN PLENO
="230408C0100"|230408C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0408"|1|C|0|2|2|19|15|16|99|30|20|69|15|8|6|-|2|1|0|0|0|1|0|0|0|2|4|1|1|0|0|0|11|320|731|COTEJADO EN PLENO
="230408C0200"|230408C020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0408"|2|C|0|2|2|10|12|23|101|21|17|83|21|4|10|-|0|1|0|0|0|0|0|0|0|2|9|7|1|1|1|0|8|332|731|COTEJADO EN PLENO
="230408C0300"|230408C030002|23|QUINTANA ROO|="13"|DISTRITO 13|="0408"|3|C|0|2|2|18|23|18|96|32|20|95|11|9|9|-|0|1|1|0|1|0|0|0|1|1|3|2|0|0|1|0|16|358|730|COTEJADO EN PLENO
="230408S0100"|230408S010003|23|QUINTANA ROO|="13"|DISTRITO 13|="0408"|1|S|0|2|3 EMR|29|20|13|89|19|40|126|17|12|9|-|1|1|0|0|0|0|0|0|0|0|13|1|0|0|0|0|14|404|0|COTEJADO EN PLENO
="230408S0100"|230408S010003|23|QUINTANA ROO|="13"|DISTRITO 13|="408"|1|S|0|2|3 ERP|29|20|13|89|19|40|126|17|12|9|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|374|0|COTEJADO EN PLENO
="230409B0100"|230409B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0409"|1|B|0|2|2|12|12|8|53|14|12|59|5|6|6|-|0|0|0|0|0|0|0|0|0|1|9|0|2|0|0|0|11|210|540|COTEJADO EN PLENO
="230409C0100"|230409C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0409"|1|C|0|2|2|4|16|4|37|16|12|55|5|2|1|-|3|2|0|0|0|0|0|0|0|1|3|0|0|0|0|0|8|169|540|COTEJADO EN PLENO
="230409C0200"|230409C020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0409"|2|C|0|2|2|3|11|0|36|26|11|48|2|2|2|-|1|1|0|0|0|0|0|0|0|0|3|0|1|0|1|0|2|150|540|COTEJADO EN PLENO
="230414B0100"|230414B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0414"|1|B|0|2|2|17|2|4|40|24|17|90|11|1|17|-|1|3|0|0|3|0|0|0|0|1|10|0|2|0|0|0|12|255|529|COTEJADO EN PLENO
="230414C0100"|230414C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0414"|1|C|0|2|2|29|4|10|38|29|11|78|9|0|15|-|2|2|0|0|0|1|1|0|0|0|13|0|3|0|1|0|8|254|528|COTEJADO EN PLENO
="230415B0100"|230415B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0415"|1|B|0|2|2|25|10|9|97|19|12|134|25|4|7|-|0|0|0|0|0|3|0|0|0|0|14|0|3|0|0|0|9|371|709|COTEJADO EN PLENO
="230415C0100"|230415C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0415"|1|C|0|2|2|23|14|9|93|24|13|116|37|4|3|-|1|0|0|0|0|2|0|0|0|3|20|0|3|0|0|0|13|378|708|COTEJADO EN PLENO
="230415E0100"|230415E010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0415"|1|E|0|2|2|17|4|5|77|9|11|49|16|3|13|-|1|0|0|0|0|1|0|0|0|1|13|0|5|0|1|0|14|240|435|COTEJADO EN PLENO
="230416B0100"|230416B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0416"|1|B|0|2|2|20|16|5|94|7|5|69|35|6|3|-|4|0|0|0|17|0|0|0|0|0|0|0|0|0|0|0|17|298|466|COTEJADO EN PLENO
="230416C0100"|230416C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0416"|1|C|0|2|2|34|5|8|88|22|8|51|35|3|3|-|0|1|0|0|0|1|0|0|0|1|15|0|0|0|0|0|12|287|465|COTEJADO EN PLENO
="230417B0100"|230417B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0417"|1|B|0|2|2|39|11|23|35|11|7|100|22|8|8|-|0|3|1|0|0|2|0|0|0|0|8|0|2|0|1|0|13|294|635|COTEJADO EN PLENO
="230417C0100"|230417C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0417"|1|C|0|2|2|61|12|27|36|13|9|102|16|10|7|-|0|5|1|0|0|0|0|0|0|0|1|0|0|0|0|0|15|315|635|COTEJADO EN PLENO
="230418B0100"|230418B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0418"|1|B|0|2|2|31|9|17|72|15|40|118|24|3|0|-|1|3|0|0|0|2|0|0|0|1|11|0|2|0|0|0|6|355|744|COTEJADO EN PLENO
="230418C0100"|230418C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0418"|1|C|0|2|2|33|10|27|88|7|32|90|16|4|3|-|1|1|0|0|1|2|0|0|0|3|16|1|1|0|1|0|17|354|743|COTEJADO EN PLENO
="230419B0100"|230419B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0419"|1|B|0|2|2|28|5|22|78|15|40|93|20|10|31|-|0|6|0|0|0|0|0|0|0|0|15|0|0|0|0|0|10|373|633|COTEJADO EN PLENO
="230419C0100"|230419C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0419"|1|C|0|2|2|22|9|14|75|15|27|73|15|3|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|255|632|COTEJADO EN PLENO
="230419C0200"|230419C020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0419"|2|C|0|2|2|27|13|11|94|25|28|89|17|7|3|-|2|3|0|0|0|0|0|0|0|0|10|0|2|0|0|0|9|340|632|COTEJADO EN PLENO
="230420B0100"|230420B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0420"|1|B|0|2|2|60|9|38|58|19|9|125|16|1|8|-|3|0|1|0|0|2|0|0|0|9|0|0|4|1|0|0|18|381|725|COTEJADO EN PLENO
="230420E0100"|230420E010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0420"|1|E|0|2|2|32|14|12|110|20|19|92|16|3|4|-|0|1|0|0|0|0|0|0|0|0|55|0|0|0|0|0|19|397|735|COTEJADO EN PLENO
="230420E0200"|230420E020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0420"|2|E|0|2|2|21|7|15|38|5|20|106|16|1|5|-|1|1|1|0|1|0|0|0|0|1|14|0|1|0|0|0|14|268|571|COTEJADO EN PLENO
="230430B0100"|230430B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0430"|1|B|0|2|2|46|4|42|72|9|21|151|14|6|2|-|3|4|0|1|1|1|0|0|1|0|17|0|1|0|1|0|14|411|719|COTEJADO EN PLENO
="230431B0100"|230431B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0431"|1|B|0|2|2|25|9|25|40|14|4|115|15|3|3|-|2|3|0|0|0|0|0|0|0|0|9|0|1|0|0|0|9|277|560|COTEJADO EN PLENO
="230431C0100"|230431C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0431"|1|C|0|2|2|21|4|27|37|17|15|124|10|8|1|-|2|4|0|0|0|1|0|0|0|0|3|1|1|0|0|0|11|287|560|COTEJADO EN PLENO
="230432B0100"|230432B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0432"|1|B|0|2|2|18|20|30|53|20|39|158|31|0|5|-|2|1|0|1|0|2|0|0|0|1|5|0|1|0|0|0|13|400|712|RECONTADO EN PLENO
="230433B0100"|230433B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0433"|1|B|0|1|2|24|6|46|34|26|33|101|6|3|2|-|0|3|0|0|0|0|0|0|0|0|5|0|0|0|0|0|10|299|525|COTEJADO EN PLENO
="230433C0100"|230433C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0433"|1|C|0|1|2|29|7|59|30|24|19|80|15|3|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|277|525|COTEJADO EN PLENO
="230433C0200"|230433C020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0433"|2|C|0|1|2|32|4|51|21|8|28|69|21|0|3|-|0|1|0|0|0|0|1|0|0|0|7|0|13|1|0|0|18|278|525|COTEJADO EN PLENO
="230434B0100"|230434B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0434"|1|B|0|2|2|6|0|7|7|2|5|13|7|4|0|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|4|56|132|COTEJADO EN PLENO
="230435B0100"|230435B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0435"|1|B|0|1|2|13|4|17|42|6|47|116|24|3|2|-|0|1|0|1|0|1|0|0|0|6|0|0|1|0|0|0|21|305|629|COTEJADO EN PLENO
="230436B0100"|230436B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0436"|1|B|0|2|2|14|2|26|28|12|19|91|11|3|2|-|1|2|0|0|0|1|0|0|0|1|13|0|2|0|1|1|13|243|485|COTEJADO EN PLENO
="230436C0100"|230436C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0436"|1|C|0|2|2|12|3|29|18|9|17|65|11|2|1|-|0|2|0|0|0|0|0|0|0|0|8|0|6|0|0|0|10|193|484|COTEJADO EN PLENO
="230437B0100"|230437B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0437"|1|B|0|1|2|19|2|36|30|14|38|123|21|6|6|-|5|3|0|0|0|2|0|0|0|1|24|0|3|0|2|0|11|346|681|COTEJADO EN PLENO
="230437C0100"|230437C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0437"|1|C|0|1|2|33|9|32|23|8|22|105|15|5|0|-|1|4|0|0|0|1|0|0|0|0|24|0|0|0|0|0|10|292|680|COTEJADO EN PLENO
="230438B0100"|230438B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0438"|1|B|0|2|2|28|2|72|40|5|28|147|10|0|0|-|0|6|0|0|0|1|0|0|0|0|10|0|0|0|7|0|10|366|696|COTEJADO EN PLENO
="230438C0100"|230438C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0438"|1|C|0|2|2|24|3|56|33|4|35|126|15|5|3|-|4|0|0|0|25|0|0|0|0|0|0|0|0|0|0|0|12|345|696|COTEJADO EN PLENO
="230439B0100"|230439B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0439"|1|B|0|2|2|18|8|30|40|15|11|87|16|2|5|-|2|2|0|0|0|0|0|0|0|0|2|1|0|0|0|0|25|264|540|COTEJADO EN PLENO
="230439C0100"|230439C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0439"|1|C|0|2|2|18|6|27|26|13|5|109|12|5|4|-|1|1|1|0|0|0|0|0|0|1|8|0|0|0|0|0|27|264|540|COTEJADO EN PLENO
="230439C0200"|230439C020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0439"|2|C|0|2|2|15|7|37|28|11|6|112|9|1|3|-|2|1|0|0|0|1|0|0|0|1|11|0|1|0|0|1|17|264|539|COTEJADO EN PLENO
="230440B0100"|230440B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0440"|1|B|0|2|2|18|8|35|41|8|8|58|13|1|2|-|1|2|0|0|0|1|0|0|0|0|0|3|0|0|0|0|16|215|377|COTEJADO EN PLENO
="230440C0100"|230440C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0440"|1|C|0|2|2|21|6|43|44|0|3|51|22|0|0|-|0|3|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|201|376|COTEJADO EN PLENO
="230441B0100"|230441B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0441"|1|B|0|2|2|17|6|23|60|26|34|148|6|1|5|-|2|1|0|0|0|0|0|0|0|1|38|1|1|0|0|0|15|385|672|COTEJADO EN PLENO
="230441C0100"|230441C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0441"|1|C|0|2|2|23|11|16|44|22|33|168|11|4|8|-|2|0|0|0|0|2|0|0|0|0|44|0|0|0|0|0|11|399|671|COTEJADO EN PLENO
="230442B0100"|230442B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0442"|1|B|0|2|2|34|2|14|18|2|9|53|7|7|2|-|0|2|0|0|0|0|0|0|0|0|1|0|0|0|0|0|9|160|266|COTEJADO EN PLENO
="230443B0100"|230443B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0443"|1|B|0|2|2|20|11|21|90|23|18|112|11|2|2|-|0|3|0|0|0|2|0|0|0|5|17|2|2|0|0|0|6|347|649|COTEJADO EN PLENO
="230444B0100"|230444B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0444"|1|B|0|2|2|23|16|16|25|5|20|102|12|2|1|-|0|0|0|0|0|0|0|0|0|0|15|0|2|0|0|0|7|246|567|COTEJADO EN PLENO
="230445B0100"|230445B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0445"|1|B|0|2|2|6|1|2|14|20|1|64|2|3|3|-|0|0|0|0|1|0|0|0|0|1|30|0|5|0|1|0|6|160|226|COTEJADO EN PLENO
="230446B0100"|230446B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0446"|1|B|0|2|2|16|9|38|26|6|0|120|0|1|4|-|0|1|0|0|0|5|0|0|0|0|0|0|0|0|0|0|9|235|446|COTEJADO EN PLENO
="230446C0100"|230446C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0446"|1|C|0|2|2|21|11|43|23|5|8|86|12|1|1|-|2|0|0|0|0|0|0|0|0|0|5|0|1|0|0|0|8|227|445|RECONTADO EN PLENO
="230447B0100"|230447B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0447"|1|B|0|2|2|3|12|2|26|5|11|83|12|0|1|-|0|1|0|0|0|0|0|0|0|0|6|0|1|0|0|0|3|166|372|COTEJADO EN PLENO
="230450B0100"|230450B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0450"|1|B|0|2|2|6|15|1|16|5|6|48|1|0|0|-|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|1|5|106|233|COTEJADO EN PLENO
="231071B0100"|231071B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="1071"|1|B|0|2|2|2|17|5|102|22|13|16|9|3|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|192|400|COTEJADO EN PLENO
="231071C0100"|231071C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="1071"|1|C|0|2|2|6|29|0|110|35|6|17|6|1|1|-|0|0|0|0|0|0|0|0|0|1|3|0|0|0|0|0|17|232|400|COTEJADO EN PLENO
="231072B0100"|231072B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="1072"|1|B|0|2|2|8|28|2|127|16|4|57|22|3|2|-|0|1|0|0|0|0|0|0|0|0|1|0|1|0|0|0|14|286|677|COTEJADO EN PLENO
="231072C0100"|231072C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="1072"|1|C|0|2|2|8|45|6|99|26|12|44|17|2|3|-|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|11|275|677|COTEJADO EN PLENO
="231072C0200"|231072C020002|23|QUINTANA ROO|="13"|DISTRITO 13|="1072"|2|C|0|2|2|14|30|14|103|23|4|39|17|4|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|265|677|COTEJADO EN PLENO
="231073B0100"|231073B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="1073"|1|B|0|2|2|8|12|11|200|20|4|35|7|2|12|-|0|0|0|0|0|1|0|0|0|0|6|0|2|0|0|16|0|336|587|COTEJADO EN PLENO
="231074B0100"|231074B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="1074"|1|B|0|2|2|12|28|22|263|20|1|47|6|4|2|-|1|0|0|0|2|0|0|0|0|0|3|0|1|0|0|0|8|420|722|COTEJADO EN PLENO
="230298B0100"|230298B010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0298"|1|B|0|1|2|27|13|7|44|5|60|90|15|3|4|11|3|0|0|0|0|2|0|0|0|0|13|0|0|0|1|1|1|300|637|RECONTADO EN PLENO
="230298C0100"|230298C010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0298"|1|C|0|1|2|22|15|5|34|11|66|71|13|1|2|3|2|0|0|0|0|1|0|0|0|0|10|0|1|0|2|0|20|279|636|COTEJADO EN PLENO
="230299B0100"|230299B010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0299"|1|B|0|2|2|25|9|10|66|4|37|83|28|2|0|13|3|1|0|0|0|1|0|0|0|0|5|0|0|0|1|0|15|303|645|RECONTADO EN PLENO
="230299C0100"|230299C010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0299"|1|C|0|2|2|29|6|10|49|4|41|88|35|4|2|12|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|18|302|644|COTEJADO EN PLENO
="230303B0100"|230303B010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0303"|1|B|0|1|2|19|7|13|67|2|59|69|17|5|2|11|0|0|0|0|0|0|0|0|0|1|10|0|0|0|0|0|7|289|542|COTEJADO EN PLENO
="230303C0100"|230303C010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0303"|1|C|0|1|2|26|6|8|64|2|48|75|18|2|0|15|0|1|0|0|2|0|0|0|0|1|11|0|2|0|0|0|14|295|542|COTEJADO EN PLENO
="230304B0100"|230304B010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0304"|1|B|0|1|2|20|11|6|47|7|53|79|14|2|3|13|0|0|1|0|0|0|0|0|0|0|15|0|2|0|0|0|10|283|528|COTEJADO EN PLENO
="230304C0100"|230304C010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0304"|1|C|0|1|2|20|7|11|38|2|56|74|19|5|2|22|0|0|0|0|0|1|0|0|0|0|5|0|1|0|1|0|11|275|528|COTEJADO EN PLENO
="230305B0100"|230305B010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0305"|1|B|0|1|2|23|14|7|52|0|60|83|19|2|2|27|0|0|0|0|1|0|0|0|0|0|7|0|1|0|0|1|18|317|576|COTEJADO EN PLENO
="230305C0100"|230305C010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0305"|1|C|0|1|2|27|10|6|41|4|75|83|14|3|2|24|0|0|1|0|1|0|0|0|0|0|8|0|0|0|0|0|13|312|575|COTEJADO EN PLENO
="230306B0100"|230306B010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0306"|1|B|0|1|2|32|9|5|34|3|65|114|9|1|2|17|0|0|0|0|0|1|0|0|0|0|6|0|0|0|0|0|13|311|489|COTEJADO EN PLENO
="230306C0100"|230306C010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0306"|1|C|0|1|2|20|16|4|41|2|78|90|5|0|3|13|0|0|0|0|0|0|0|0|1|0|2|0|1|0|0|0|13|289|489|COTEJADO EN PLENO
="230307B0100"|230307B010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0307"|1|B|0|1|2|32|11|5|45|3|79|95|18|12|2|23|2|3|0|0|0|2|0|0|0|0|8|0|0|0|0|0|18|358|689|COTEJADO EN PLENO
="230307C0100"|230307C010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0307"|1|C|0|1|2|28|14|11|61|7|62|80|15|2|6|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|334|689|COTEJADO EN PLENO
="230307C0200"|230307C020002|23|QUINTANA ROO|="14"|DISTRITO 14|="0307"|2|C|0|1|2|24|13|5|54|12|67|81|18|5|6|17|4|0|0|0|15|0|0|0|0|0|0|0|0|0|0|0|20|341|689|COTEJADO EN PLENO
="230307C0300"|230307C030002|23|QUINTANA ROO|="14"|DISTRITO 14|="0307"|3|C|0|1|2|26|19|14|51|9|57|81|19|4|5|13|6|0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|10|323|689|COTEJADO EN PLENO
="230307C0400"|230307C040002|23|QUINTANA ROO|="14"|DISTRITO 14|="0307"|4|C|0|1|2|37|6|9|42|8|59|76|20|6|4|14|3|1|0|0|1|2|0|0|0|0|6|0|0|1|1|0|22|318|689|COTEJADO EN PLENO
="230307C0500"|230307C050002|23|QUINTANA ROO|="14"|DISTRITO 14|="0307"|5|C|0|1|2|24|8|8|64|4|58|78|11|4|4|22|0|0|0|0|0|0|0|0|1|1|9|0|1|0|0|0|22|319|688|COTEJADO EN PLENO
="230307C0600"|230307C060002|23|QUINTANA ROO|="14"|DISTRITO 14|="0307"|6|C|0|1|2|25|8|9|62|4|62|96|17|6|3|19|1|1|0|0|0|0|0|0|0|0|5|0|2|0|0|2|14|336|688|COTEJADO EN PLENO
="230307C0700"|230307C070002|23|QUINTANA ROO|="14"|DISTRITO 14|="0307"|7|C|0|1|2|28|5|10|51|4|79|90|10|3|1|14|0|1|0|0|0|1|0|0|0|0|4|0|0|0|0|0|11|312|688|RECONTADO EN PLENO
="230307C0800"|230307C080002|23|QUINTANA ROO|="14"|DISTRITO 14|="0307"|8|C|0|1|2|25|6|4|50|7|50|90|19|4|4|0|3|2|0|0|0|1|0|0|0|0|8|0|1|0|0|18|16|308|688|COTEJADO EN PLENO
="230315B0100"|230315B010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0315"|1|B|0|1|2|37|22|6|40|5|75|89|12|2|3|23|1|0|1|0|0|1|0|0|0|0|4|0|3|0|0|0|12|336|566|COTEJADO EN PLENO
="230315C0100"|230315C010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0315"|1|C|0|1|2|33|16|5|26|3|105|86|13|1|6|29|0|0|1|0|2|0|0|0|0|0|6|0|0|0|0|0|10|342|565|COTEJADO EN PLENO
="230317B0100"|230317B010002|23|QUINTANA ROO|="14"|DISTRITO 14|="0317"|1|B|0|1|2|33|19|4|33|6|86|94|12|3|4|26|0|1|0|0|0|0|0|0|0|1|7|0|0|0|0|2|13|344|577|COTEJADO EN PLENO
